circular_no,name,date,link
17.5.70,Implementation of ETC on Pan India basis; installation of Weigh-in- Motion (WIM)/ Static Weigh Bridge (SWB)< AVCC and CCTV at all toll plazas (NHAI & Concessionaires)- Delegation of Powers to ROs.,26.03.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.70.pdf
17.5.69,Toll collection contract of NHAI- Clause 19 on penal interest for delayed payments by the contractors - Method of penal interest calculation.,20.03.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.69.pdf
17.5.73,Reaches entrusted to NHAI by MoRTH - Traffic Surveys using portable ATCC systems by the agencies of IHMCL.,11.03.2015,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.73.pdf
17.5.67,Expediting construction of Toll Plazas for early tolling of completed lengths in public funded/ annuity/ EPC projects,14.11.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.67.pdf
17.5.65,Delegation of Powers relating to various issues under Commercial operation,09.10.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.65.pdf
17.5.66,"Implementation fo ETC on Pan India basis; installation of Weigh-in-Motion (WIM)/ Static Weigh Bridge (SWB),AVCC and CCTV at all Toll Plazas (NHAI & Concessionaires)- Delegation of Powers to ROs.",11.09.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.66.pdf
17.5.64,"RTI Act,2005- Clarification regarding National Highways Fee (Determination of Rates and collection) Rules,2008.",17.06.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.64.pdf
17.5.63,"Remittances of toll revenue,auction toll shared revenue,negative grant and interest accrued thereon in the Consolidated Fund of India,Credit/Debit Advice.",05.06.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.63.pdf
17.5.62,Prevention of Overloading-Amendment to Fee Rules dated 16.12.2013,05.05.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.62.pdf
17.5.68,Guidelines/ clarification regarding issue of Form V in the matter of work awarded to a contractor/ outsourced agencies for Collection of User Fee through competitive bidding.,12.03.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.68.pdf
17.5.61,Rename of Electronic Division as Highway Automation and Management (HAM) Division,21.10.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.61.pdf
17.5.60,Delegation of powers to approve award of bids for collection of user fee,10.06.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.60.pdf
17.5.59,Behaviour of toll staff engaged by the toll agencies/contractors,27.05.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.59.pdf
17.5.56,Compliance of the provisions stipulated in 2008 Fee Rules regarding spacing and location of Toll Plazas in DBFOT projects,01.04.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.56.pdf
17.5.58,Revision of user Fee Rates w.e.f. 01.04.2013 under Public Funded/ Annuity Projects.,29.03.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.58.pdf
17.5.57,Timelines for submission of Draft Fee Notifications of DBFOT (Toll) & OTM projects.,01.03.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.57.pdf
17.5.55,Delegation of Powers relating to various issues under Commercial operation,13.12.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.55.pdf
17.5.53,Delegation of Powers relating to calling of bids for tolling contracts and other issues relating to commercial operations.,03.08.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.53.pdf
17.5.54,"Revised procedure for remittance of toll revenue,shared revenue,negative grant,premium etc. to Consolidated Fund of Indai (CFI) within three days of its collection.",25.04.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.54.pdf
17.5.50,Departmental collection of User Fee by the PDs,06.09.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.50.pdf
17.5.49,Implementation of Standard Operating Procedure for Management of Fee Plaza under Public Funded and BOT (Annuity),31.03.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.49.pdf
17.5.51,Display boards of rates at the fee plazas,08.02.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.51.pdf
17.5.47,Implementation of Unified Electronic Toll Collection (ETC) technology for National Highwyas,09.11.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.47.pdf
17.5.52,Construction of Temporary toll plazas for collection of user fee across National Highways,27.10.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.52.pdf
17.5.48,Operation of Toll Plaza,23.09.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.48.pdf
17.5.46,Traffic survey,13.08.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.46.pdf
17.5.45,Issuance of duplicate tickets and tampering with server at toll plazas,05.04.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.45.pdf
17.5.44,Decline in revenue collection at Toll Plazas,17.03.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.44.pdf
17.5.43,Augmentation of user fee collection at various Toll Plazas on Public Funded Projects - Supervision of Regional Officers,20.11.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.43.pdf
17.5.42,Augmentation of User Fee Collection-CHECK LIST,27.05.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.42.pdf
17.5.41,Compliance of statutory obligation by collection agency,29.04.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.41.pdf
17.5.40,"Constitution of sub-committee for monitoring,reviewing and overseeing the functioning of toll system",31.03.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.40.pdf
17.5.39,Recording of vehicle no. at the time of toll collection,12.08.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.39.pdf
17.5.38,Procurement of equipments pertaining to computerization of toll plaza,15.07.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.38.pdf
17.5.36,Ticketing system at Plazas for providing receipt to road users,18.12.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.36.pdf
17.5.35,Black listing of DGR sponsored Ex-servicemen,07.09.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.35.pdf
17.5.34,Debarment of Security agency,07.09.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.34.pdf
17.5.33,Engagement of round the clock supervisors at the toll plazas,06.03.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.33.pdf
17.5.31,Handling of complaints and suggestions relating to levy of fee (toll) matters,15.02.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.31.pdf
17.5.37,Transfer of toll funds to NHAI HQ through TT/RTGS only.,12.02.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.37.pdf
17.5.30,Collection of user fee,31.01.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.30.pdf
17.5.32,Appeal to toll collecting agencies to engage Physically Challenged Person,05.01.2007,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.32.pdf
17.5.26,Constitution of a Standing Committee for matters relating to collection of user fee (Toll) through private contractors.,21.11.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.26.pdf
17.5.29,Ticketing system at Plazas for providing receipt to road users,15.05.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.29.pdf
17.5.28,Ticketing system at Plazas for providing receipt to road users,19.04.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.28.pdf
17.5.27,Engagement of round the clock supervisors at the toll plazas,04.01.2006,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.27.pdf
17.5.23,Visit to nearby Toll Plazas by PDs/Staff,07.11.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.23.pdf
17.5.24,Engagement of round the clock supervisors at the toll plazas,08.09.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.24.pdf
17.5.22,Collection of tax from franchisee for leasing of toll plazas as per provision of Section 206-C(IC) of Income Tax Act,18.03.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.22.pdf
17.5.21,Construction of toll plazas & provisions of computers for fee collection.,03.03.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.21.pdf
17.5.20,Uniformity of Operation- Number of shifts and their timings,14.02.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.20.pdf
17.5.25,Revised Procedure and evaluation criteria for engagement of Local Fee Auditor for each of fee plaza,09.02.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.25.pdf
17.5.19,Prohibition on Commercial activities by others in the plaza area,27.01.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.19.pdf
17.5.18,Implementation of the NHAIs new on-line web based toll fee collection software on the toll plazas.,24/01/2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.18.pdf
17.5.16,Printing of receipts for collection of user fee,09.11.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.16.pdf
17.5.17,Improving Administration of user fee collection at PIU/CMU Level,19.10.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.17.pdf
17.5.15,Immediate installation of booth and computer in exempted lanes,16.08.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.15.pdf
17.5.14,Standardization of Display of User fee Related Hoardings,06.01.2004,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.14.pdf
17.5.13,Recording of movement of all types of vehicles,11.11.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.13.pdf
17.5.12,Acquisition of land for construction of toll plaza,22.10.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.12.pdf
17.5.11,Levy of fee (Toll) : Time Gap between legal right and actual commencement : Public funded projects,30.09.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.11.pdf
17.5.10,Guidelines for display of fee related information for road users,16.09.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.10.pdf
17.5.9,Revised format of receipt for collection of fee from road users,26.08.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.9.pdf
17.5.8,Courteous dealing by personnel engaged for fee collection,30.07.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.8.pdf
17.5.6,Public notice before commencement of fee collection,11.07.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.6.pdf
17.5.5,Typical design of toll plazas,24.06.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.5.pdf
17.5.7,Public notice relating to fee collection,29.05.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.7.pdf
17.5.4,"Placement of the amount of toll collection in term deposits,Expenditure on toll collection and Audit of Toll operations.",28.05.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.4.pdf
17.5.3,"Construction of toll plazas,wayside amenities and truck parking complexes through the Civil Contractors engaged for 4-laning of National Highways.",16.04.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.3.pdf
17.5.2,Guidelines on computerization of Toll Plaza: Essential circulars and intimation by the Project Directors 120 days in advance.,25.03.2003,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.2.pdf
17.5.1,System of local consultation by forming District Consultative Committee,30.09.2002,https://library.nhai.org/nhailibrary/Assets/Pdf/17.5.1.pdf
17.6.11,Revised Policy for deciding the Claims arising out due to “Overstay” of User Fee Collection Agency (UFCA) beyond Contractual Extension Period and also for Claim for Overstay beyond the Contractual Period allowed after the “Pre-mature Termination” request invoked by User Fee Collection Agencies-reg.,26.03.2025,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.11.pdf
17.6.10,Delegation Powers to Regional Officers for deciding the claim arising out of overstay of User Fee Collection Agency (UFCA) beyond Contractual extension period and for claim beyond the contractual period allowed after the premature termination request invoked by User Fee Collection Agencies - reg.,24.06.2024,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.10.pdf
17.6.9,Delegation of Powers relating to various issues under Commercial Operation.,13.03.2018,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.9.pdf
17.6.8,Expediting construction of Toll Plazas for early tolling of completed lengths in public funded/ annuity/ EPC projects,14.11.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.8.pdf
17.6.7,Delegation of Powers relating to various issues under Commercial operation,09.10.2014,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.7.pdf
17.6.6,Delegation of powers to approve award of bids for collection of user fee,10.06.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.6.pdf
17.6.5,Delegation of Powers relating to various issues under Commercial operation,13.12.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.5.pdf
17.6.4,Delegation of Powers relating to calling of bids for tolling contracts and other issues relating to commercial operations.,03.08.2012,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.4.pdf
17.6.3,Construction of Temporary toll plazas for collection of user fee across National Highways,27.10.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.3.pdf
17.6.2,Procurement of equipments pertaining to computerization of toll plaza,15.07.2008,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.2.pdf
17.6.1,Delegation of authority for recurring expenditure on management of toll plaza for collection of fee,08.11.2002,https://library.nhai.org/nhailibrary/Assets/Pdf/17.6.1.pdf
17.7.8,Compliance of the provisions stipulated in 2008 Fee Rules regarding spacing and location of Toll Plazas in DBFOT projects,01.04.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.8.pdf
17.7.7,Timelines for submission of Draft Fee Notifications of DBFOT (Toll) & OTM projects.,01.03.2013,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.7.pdf
17.7.6,Fee Notifications for PPP Projects,22.06.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.6.pdf
17.7.5,Status of Completion of Civil Packages above 90%,03.11.2010,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.5.pdf
17.7.4,"Advance planning for levy and collection of user fee in the light of the provisions of New Fee Rules,2008",29.09.2009,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.4.pdf
17.7.3,Procedure for fee notification in respect of Private Investment (BOT/SPV) Projects,02.06.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.3.pdf
17.7.2,Consideration of completed length in partially completed packages for tolling,06.04.2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.2.pdf
17.7.1,Advance planning for levy of fees (toll),16.09.2002,https://library.nhai.org/nhailibrary/Assets/Pdf/17.7.1.pdf
17.8.5,Deployment of Officers of IHMCL at NHAI Regional Offices.-reg.,09.07.2024,https://library.nhai.org/nhailibrary/Assets/Pdf/17.8.5.pdf
17.8.4,Development of Web based application for generating daily/weekly/monthly reports on Toll collection,14.09.2011,https://library.nhai.org/nhailibrary/Assets/Pdf/17.8.4.pdf
17.8.3,Implementation of the NHAI\s new on-line web based toll fee collection software on the toll plazas.,24/01/2005,https://library.nhai.org/nhailibrary/Assets/Pdf/17.8.3.pdf
